title,year,vote_count,vote_average,popularity,genres,soup
Dead Set,2008,87,7,4.87963,"['Comedy', 'Drama', 'Horror']",realityshow miniseri zombi jaimewinstone andynyman davinamccall yanndemange yanndemange yanndemange Comedy Drama Horror
Lone Survivor,2013,1549,7,10.855502,"['Action', 'Drama', 'Thriller', 'War']",war surviv navys militari dangerousmiss markwahlberg taylorkitsch emilehirsch peterberg peterberg peterberg Action Drama Thriller War
Zatôichi on the Road,1963,11,7,0.73057,"['Action', 'Adventure', 'Drama']",shintarôkatsu shihofujimura ryûzôshimada kimiyoshiyasuda kimiyoshiyasuda kimiyoshiyasuda Action Adventure Drama
Geography Club,2013,55,6,2.941353,"['Comedy', 'Drama', 'Romance']",gay friendship youngpeopl nikkiblonsky camerondeanestewart justindeeley garyentin garyentin garyentin Comedy Drama Romance
Saving Mr. Banks,2013,1256,7,15.130888,"['Comedy', 'Drama', 'History']",biographi anim writer emmathompson tomhanks paulgiamatti johnleehancock johnleehancock johnleehancock Comedy Drama History
Oldboy,2013,632,5,7.882353,"['Drama', 'Thriller', 'Mystery', 'Action']",imprison joshbrolin elizabetholsen samuell.jackson spikelee spikelee spikelee Drama Thriller Mystery Action
Anchorman 2: The Legend Continues,2013,940,6,7.600751,['Comedy'],journal mustach tvnew newsroom gangwarfar aftercreditssting newsspoof willferrell stevecarell paulrudd adammckay adammckay adammckay Comedy
Moms Mabley: I Got Somethin' to Tell You,2013,2,6,1.208847,[],womandirector whoopigoldberg momsmabley harrybelafonte whoopigoldberg whoopigoldberg whoopigoldberg
Snowpiercer,2013,2910,6,14.131906,"['Action', 'Science Fiction', 'Drama']",fathersonrelationship childlabour brothel winter allegori bridg post-apocalypt dystopia hijackingoftrain basedoncom dam rifl pregnant train violenc basedongraphicnovel guilt revolt duplic tunnel socialclass populationcontrol cityruin chrisevans songkang-ho edharris bongjoon-ho bongjoon-ho bongjoon-ho Action Science Fiction Drama
"Kidnapping, Caucasian Style",1967,35,7,4.100466,"['Adventure', 'Comedy', 'Romance']",aleksandrdemyanenko natalyavarley vladimiretush leonidgayday leonidgayday leonidgayday Adventure Comedy Romance
Wrong Cops,2013,65,5,3.356422,"['Comedy', 'Crime']",markburnham ericjudor stevelittle quentindupieux quentindupieux quentindupieux Comedy Crime
Punk's Dead: SLC Punk 2,2016,3,6,0.700489,['Comedy'],benschnetzer devonsawa jamesduval jamesmerendino jamesmerendino jamesmerendino Comedy
Fireworks Wednesday,2006,25,7,1.760561,['Drama'],cheatinghusband iran hamidfarokhnezhad hediyehtehrani taranehalidoosti asgharfarhadi asgharfarhadi asgharfarhadi Drama
Death of a Superhero,2011,44,6,9.646722,"['Animation', 'Drama']",andyserkis thomasbrodie-sangster michaelmcelhatton ianfitzgibbon ianfitzgibbon ianfitzgibbon Animation Drama
Springsteen & I,2013,11,7,1.5699,"['Documentary', 'Music']",popcultur artist fan icon rock fancultur liveconcert musicfan musictour fandom song brucespringsteen bailliewalsh bailliewalsh bailliewalsh Documentary Music
Borgman,2013,94,6,4.38226,"['Thriller', 'Drama']",nightmar suspens dog psycholog bedtimestori janbijvoet hadewychminis jeroenperceval alexvanwarmerdam alexvanwarmerdam alexvanwarmerdam Thriller Drama
Grudge Match,2013,437,6,11.655588,['Comedy'],fathersonrelationship sport rivalri elder elderlyman robertdeniro sylvesterstallone alanarkin petersegal petersegal petersegal Comedy
Paranormal Activity: The Marked Ones,2014,455,5,8.898523,"['Horror', 'Thriller']",supernatur demon foundfootag andrewjacobs richardcabral carlospratts christopherb.landon christopherb.landon christopherb.landon Horror Thriller
Only Lovers Left Alive,2013,585,7,13.594992,"['Drama', 'Romance']",vampir night musician love blood contamin tomhiddleston tildaswinton miawasikowska jimjarmusch jimjarmusch jimjarmusch Drama Romance
I Know That Voice,2013,43,7,6.715162,['Documentary'],voiceov voiceact kevinconroy jimcummings rachaelmacfarlane lawrenceshapiro lawrenceshapiro lawrenceshapiro Documentary
Bad Karma,2012,4,4,1.616385,['Thriller'],dominicpurcell rayliotta andymcphee surikrishnamma surikrishnamma surikrishnamma Thriller
Dragon Ball Z: Battle of Gods,2013,370,6,10.834344,"['Animation', 'Action']",basedontvseri dragon battl god anim masakonozawa toshiofurukawa kouichiyamadera masahirohosoda masahirohosoda masahirohosoda Animation Action
"Like Father, Like Son",2013,119,7,7.074042,['Drama'],fathersonrelationship boy childhood masaharufukuyama yokomaki lilyfranky hirokazukoreeda hirokazukoreeda hirokazukoreeda Drama
Dragon Ball Z: Lord Slug,1991,79,6,3.961243,"['Action', 'Animation', 'Adventure']","anim dragonball, toshiofurukawa mayumitanaka kenjiutsumi mitsuohashimoto mitsuohashimoto mitsuohashimoto Action Animation Adventure"
The Other Shore,2013,2,7,0.115296,[],diananyad timothywheeler timothywheeler timothywheeler
Dragon Ball: The Path to Power,1996,35,7,2.175262,"['Action', 'Animation']","anim dragonball, binshimada daisukegouri naokitatsuta nan nan nan Action Animation"
Ride Along,2014,867,6,9.895752,"['Action', 'Comedy']",policeoper policeoffic duringcreditssting blackmen icecube kevinhart johnleguizamo timstory timstory timstory Action Comedy
Jack Ryan: Shadow Recruit,2014,1194,5,11.234862,"['Action', 'Drama', 'Thriller']",londonengland corrupt cia terrorist sniper explos intellig russia murder conspiraci surveil agent jackryan u.s.marin rehab chrispine keiraknightley kevincostner kennethbranagh kennethbranagh kennethbranagh Action Drama Thriller
Divergent,2014,4784,6,21.572585,"['Adventure', 'Action', 'Science Fiction']",basedonnovel dystopia youth dystopicfutur diverg basedonyoungadultnovel shailenewoodley theojames katewinslet neilburger neilburger neilburger Adventure Action Science Fiction
Hotel Chevalier,2007,204,7,4.933446,"['Drama', 'Music']",pari femalenud depress hotelroom balconi nuditi lover girlfriend friend short jasonschwartzman natalieportman warisahluwalia wesanderson wesanderson wesanderson Drama Music
Atrocious,2010,55,5,4.194524,"['Horror', 'Thriller']",countryhous supernatur wood paranorm blood familyvac foundfootag rafaelamaya josemasegosa chuspereiro fernandobarredaluna fernandobarredaluna fernandobarredaluna Horror Thriller
Dark Touch,2013,41,4,2.118377,"['Horror', 'Thriller']",houseonfir womandirector missykeating marcellaplunkett charlotteflyvholm marinadevan marinadevan marinadevan Horror Thriller
Yeh Jawaani Hai Deewani,2013,80,7,4.262544,['Romance'],ranbirkapoor deepikapadukone kalkikoechlin ayanmukherjee ayanmukherjee ayanmukherjee Romance
The String,2009,14,6,1.394477,"['Romance', 'Drama']",gay romanc inthecloset famili claudiacardinale antoninstahly-vishwanadan salimkechiouche mehdibenattia mehdibenattia mehdibenattia Romance Drama
Drift,2013,61,5,4.121722,['Drama'],surf sport samworthington xaviersamuel lesley-annbrandt morgano'neill morgano'neill morgano'neill Drama
"I, Frankenstein",2014,701,5,9.415817,"['Horror', 'Thriller']",soul queen antihero fantasi princ supernatur frankenstein goodvsevil fight demon dark imax 3d aaroneckhart yvonnestrahovski billnighy stuartbeattie stuartbeattie stuartbeattie Horror Thriller
Generation Kill,2008,88,7,4.213894,"['Drama', 'History', 'War']",miniseri womandirector alexanderskarsgård jamesransone leetergesen susannawhite susannawhite susannawhite Drama History War
Better Living Through Chemistry,2014,99,5,7.392294,"['Drama', 'Comedy']",pharmacist darkcomedi trophywif oliviawilde michellemonaghan samrockwell geoffmoore geoffmoore geoffmoore Drama Comedy
Enemy,2013,1326,6,12.66992,"['Thriller', 'Mystery']",basedonnovel infidel symbol professor nightmar delus surreal mentalil dreamsequ doppelgang lynchian jakegyllenhaal mélanielaurent sarahgadon denisvilleneuve denisvilleneuve denisvilleneuve Thriller Mystery
Wonder Woman,2009,133,7,7.306487,"['Action', 'Adventure', 'Animation', 'Science Fiction']",dccomic basedoncom superpow womandirector kerirussell nathanfillion alfredmolina laurenmontgomery laurenmontgomery laurenmontgomery Action Adventure Animation Science Fiction
"Same Love, Same Rain",1999,13,6,1.004653,"['Comedy', 'Romance']",ricardodarín soledadvillamil eduardoblanco juanjosécampanella juanjosécampanella juanjosécampanella Comedy Romance
The Monuments Men,2014,1545,5,11.132411,"['War', 'Drama', 'History', 'Action']",worldwarii nazi arttheft postworldwarii mattdamon cateblanchett georgeclooney georgeclooney georgeclooney georgeclooney War Drama History Action
The Lego Movie,2014,3127,7,16.418133,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",fathersonrelationship creativ friendship partliveact toy basedontoy fallinginlov superpow duringcreditssting batman chrispratt willferrell elizabethbanks phillord phillord phillord Adventure Animation Comedy Family Fantasy
RoboCop,2014,2385,5,10.246549,"['Action', 'Science Fiction']",cyborg futur dystopia polic remak violenc detroit joelkinnaman garyoldman michaelkeaton josépadilha josépadilha josépadilha Action Science Fiction
The Art of the Steal,2013,221,6,8.436614,"['Comedy', 'Crime']",book brotherhood risk brother thief reveng honor heist gang motorcycl trust art game daredevil con kurtrussell mattdillon jaybaruchel jonathansobol jonathansobol jonathansobol Comedy Crime
Nymphomaniac: Vol. II,2013,820,6,9.594157,"['Drama', 'Mystery']",sex bondag whip masoch nymphomaniac tragedi lesbian masturb addict sexaddict charlottegainsbourg stellanskarsgård shialabeouf larsvontrier larsvontrier larsvontrier Drama Mystery
Knights of Badassdom,2013,162,5,6.281872,"['Adventure', 'Fantasy', 'Horror', 'Comedy']",magic supernatur murder roleplay gore break-up drug devil succubus peterdinklage ryankwanten summerglau joelynch joelynch joelynch Adventure Fantasy Horror Comedy
The Four,2012,20,6,6.653942,['Action'],zombi womandirector dengchao liuyifei collinchou gordonchan gordonchan gordonchan Action
Venus in Fur,2013,192,7,6.012005,['Drama'],erotic femin seduct masoch theatreplay machismo audit bdsm emmanuelleseigner mathieuamalric romanpolanski romanpolanski romanpolanski Drama
Date and Switch,2014,78,5,4.380997,['Comedy'],sarahhyland nickofferman meganmullally chrisnelson chrisnelson chrisnelson Comedy
The Zero Theorem,2014,383,5,10.990614,"['Drama', 'Fantasy', 'Science Fiction']",virtualr dystopia comput christophwaltz davidthewlis mélaniethierry terrygilliam terrygilliam terrygilliam Drama Fantasy Science Fiction
Winter's Tale,2014,501,6,7.363527,"['Drama', 'Fantasy', 'Mystery', 'Romance']",basedonnovel colinfarrell jessicabrownfindlay russellcrowe akivagoldsman akivagoldsman akivagoldsman Drama Fantasy Mystery Romance
No Nukes,1980,0,0,0.035472,"['Documentary', 'Music']",rockconcert jacksonbrowne davidcrosby janefonda julianschlossberg julianschlossberg julianschlossberg Documentary Music
The Journey,1992,6,4,0.771208,['Drama'],fathersonrelationship mexico buenosair ridingabicycl bicycl travel roadmovi walterquiroz soledadalfaro ricardobartis fernandoe.solanas fernandoe.solanas fernandoe.solanas Drama
Cold Comes the Night,2013,90,5,11.823937,"['Crime', 'Drama', 'Thriller']",motel crimin corruptcop aliceeve bryancranston loganmarshall-green tzechun tzechun tzechun Crime Drama Thriller
Someone Marry Barry,2014,75,5,5.916675,['Comedy'],tylerlabine damonwayansjr. lucypunch robpearlstein robpearlstein robpearlstein Comedy
Gerontophilia,2013,24,6,2.815898,"['Romance', 'Comedy']",pier-gabriellajoie walterborden katieboland brucelabruce brucelabruce brucelabruce Romance Comedy
About Last Night,2014,217,6,9.543004,"['Comedy', 'Romance']",duringcreditssting kevinhart michaelealy reginahall stevepink stevepink stevepink Comedy Romance
The Grand Budapest Hotel,2014,4644,8,14.442048,"['Comedy', 'Drama']",hotel paint wartim gunfight theft mentorprotégérelationship european ralphfiennes tonyrevolori f.murrayabraham wesanderson wesanderson wesanderson Comedy Drama
That Awkward Moment,2014,1020,6,8.060403,"['Comedy', 'Romance']",malefriendship friendship date relationship duringcreditssting youngadult zacefron milesteller michaelb.jordan tomgormican tomgormican tomgormican Comedy Romance
Interstellar,2014,11187,8,32.213481,"['Adventure', 'Drama', 'Science Fiction']",savingtheworld artificialintellig fathersonrelationship singlepar nasa expedit wormhol spacetravel famin blackhol dystopia raceagainsttim quantummechan spaceship space rescu familyrelationship farmhous robot astronaut scientist fatherdaughterrelationship singlefath farmer spacest imax courag timeparadox matthewmcconaughey jessicachastain annehathaway christophernolan christophernolan christophernolan Adventure Drama Science Fiction
Welcome to the Jungle,2013,135,4,6.381313,['Comedy'],action jean-claudevandamme adambrody robhuebel robmeltzer robmeltzer robmeltzer Comedy
Non-Stop,2014,2302,6,19.650229,"['Action', 'Thriller', 'Mystery']",airplan conspiraci airplanecrash cellphon hijack onenight mysterykil liamneeson juliannemoore scootmcnairy jaumecollet-serra jaumecollet-serra jaumecollet-serra Action Thriller Mystery
300: Rise of an Empire,2014,2438,6,12.904677,"['Action', 'War']",basedongraphicnovel ancientgreec duringcreditssting seabattl handtohandcombat minion 3d sullivanstapleton evagreen lenaheadey noammurro noammurro noammurro Action War
Particle Fever,2013,102,7,10.743115,['Documentary'],physic cern martinaleksa nimaarkani-hamed savasdimopoulos marklevinson marklevinson marklevinson Documentary
Obvious Child,2014,190,6,6.480574,"['Comedy', 'Romance']",independentfilm womandirector jennyslate jakelacy gabyhoffmann gillianrobespierre gillianrobespierre gillianrobespierre Comedy Romance
Cheap Thrills,2013,156,6,11.311004,"['Drama', 'Comedy', 'Crime']",suspens mumblegor pathealy ethanembry sarapaxton e.l.katz e.l.katz e.l.katz Drama Comedy Crime
Mr. Peabody & Sherman,2014,861,6,9.493838,"['Animation', 'Adventure', 'Family']",fathersonrelationship egypt intellig adopt timetravel boy childprodigi friendship growingup children talkinganim talkingdog dog firstlov ancientegypt timetravel duringcreditssting troubl timeparadox prodigi tyburrell maxcharles arielwinter robminkoff robminkoff robminkoff Animation Adventure Family
Under the Skin,2014,1118,6,6.707974,"['Thriller', 'Science Fiction', 'Drama']",malenud scotland edinburgh alien verylittledialogu scarlettjohansson kryštofhádek paulbrannigan jonathanglazer jonathanglazer jonathanglazer Thriller Science Fiction Drama
Need for Speed,2014,1560,6,18.271383,"['Action', 'Crime', 'Drama', 'Thriller']",streetrac superspe car basedonvideogam duringcreditssting 3d aaronpaul dominiccooper imogenpoots scottwaugh scottwaugh scottwaugh Action Crime Drama Thriller
Barefoot,2014,210,6,5.939334,"['Comedy', 'Drama', 'Romance']",naiveti remak famili evanrachelwood scottspeedman j.k.simmons andrewfleming andrewfleming andrewfleming Comedy Drama Romance
Veronica Mars,2014,482,6,7.510159,"['Comedy', 'Drama', 'Crime']",california sequel murder basedontvseri privatedetect highschoolreunion duringcreditssting kristenbell jasondohring enricocolantoni robthomas robthomas robthomas Comedy Drama Crime
Bad Words,2013,335,6,5.847166,['Comedy'],competit satir spellingbe estrangedfath unlikelyfriendship jasonbateman kathrynhahn rohanchand jasonbateman jasonbateman jasonbateman Comedy
Brotherhood,2009,21,7,2.587911,['Drama'],gay malenud homosexu xenophobia nazism neo-nazi nicolasbro daviddencik clausflygare nicolodonato nicolodonato nicolodonato Drama
Captain America: The Winter Soldier,2014,5881,7,18.717704,"['Action', 'Adventure', 'Science Fiction']",washingtond.c. futur shield marvelcom superhero basedoncom captainamerica aftercreditssting duringcreditssting marvelcinematicunivers 3d politicalthril chrisevans samuell.jackson scarlettjohansson anthonyrusso anthonyrusso anthonyrusso Action Adventure Science Fiction
Starred Up,2013,324,7,7.047117,['Drama'],prison grouptherapi juveniledelinqu britain jacko'connell benmendelsohn rupertfriend davidmackenzie davidmackenzie davidmackenzie Drama
Noah,2014,2408,5,14.924487,"['Drama', 'Adventure']",bibl god 3d russellcrowe jenniferconnelly emmawatson darrenaronofsky darrenaronofsky darrenaronofsky Drama Adventure
Mistaken for Strangers,2013,21,7,0.063568,"['Documentary', 'Music']",mattberninger tomberninger aarondessner tomberninger tomberninger tomberninger Documentary Music
Muppets Most Wanted,2014,318,6,7.244956,"['Comedy', 'Adventure', 'Crime', 'Family']",music themuppet rickygervais tyburrell tinafey jamesbobin jamesbobin jamesbobin Comedy Adventure Crime Family
Wetlands,2013,103,5,4.42564,"['Drama', 'Comedy']",sex carlajuri axelmilberg meretbecker davidwnendt davidwnendt davidwnendt Drama Comedy
Survival Island,2005,34,4,5.92516,"['Horror', 'Adventure', 'Drama', 'Thriller']",exoticisland wifehusbandrelationship infidel shipwreck yacht suspens millionair billyzane kellybrook juanpablodipace stewartraffill stewartraffill stewartraffill Horror Adventure Drama Thriller
Draft Day,2014,309,6,5.596449,['Drama'],sport duringcreditssting kevincostner jennifergarner tomwelling ivanreitman ivanreitman ivanreitman Drama
We Are the Best!,2013,62,6,3.727996,"['Drama', 'Music']",sweden punk basedoncom allgirlband girlband foreign mirabarkhammar miragrosin livlemoyne lukasmoodysson lukasmoodysson lukasmoodysson Drama Music
The Raid 2,2014,832,7,8.434884,"['Action', 'Crime', 'Thriller']",prison undercov fight polic gangster violenc ikouwais arifinputra okaantara garethevans garethevans garethevans Action Crime Thriller
The Amazing Spider-Man 2,2014,4274,6,26.23687,"['Action', 'Adventure', 'Fantasy']",obsess marvelcom sequel basedoncom electrocut medicalexperi electr superpow andrewgarfield emmastone jamiefoxx marcwebb marcwebb marcwebb Action Adventure Fantasy
Calvary,2014,334,7,11.033403,['Drama'],murder priest ireland recoveringalcohol catholicchurch confession deaththreat brendangleeson chriso'dowd kellyreilly johnmichaelmcdonagh johnmichaelmcdonagh johnmichaelmcdonagh Drama
Oculus,2013,1079,6,8.698043,['Horror'],hallucin supernatur mirror ghost karengillan brentonthwaites kateesackhoff mikeflanagan mikeflanagan mikeflanagan Horror
Cold in July,2014,265,6,7.327216,"['Drama', 'Thriller']",basedonnovel cemeteri self-defens flashlight reveng murder homeinvas michaelc.hall donjohnson samshepard jimmickle jimmickle jimmickle Drama Thriller
Witching & Bitching,2013,182,6,13.515614,"['Comedy', 'Horror']",hugosilva mariocasas carmenmaura álexdelaiglesia álexdelaiglesia álexdelaiglesia Comedy Horror
Rio 2,2014,997,6,8.18534,"['Animation', 'Adventure', 'Comedy', 'Family']",bird sequel jungl audit amazonrainforest jesseeisenberg annehathaway lesliemann carlossaldanha carlossaldanha carlossaldanha Animation Adventure Comedy Family
Transcendence,2014,2339,5,9.730176,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",artificialintellig technolog nanotechnolog computervirus supercomput resurrect love mindcontrol terror scientist extremist moraldilemma mindtransf johnnydepp paulbettany rebeccahall wallypfister wallypfister wallypfister Thriller Science Fiction Drama Mystery
Wake Wood,2011,60,5,3.092998,"['Drama', 'Horror', 'Thriller']",femalenud smalltown shower nuditi veterinarian ritual reincarn supernatur deathofachild murder grief gore blood violenc ireland pagan hammerhorror aidangillen evabirthistle timothyspall davidkeating davidkeating davidkeating Drama Horror Thriller
Mondo Hollywood,1967,1,3,0.038659,['Documentary'],margarettaramsey daledavis theodorecharach robertcarlcohen robertcarlcohen robertcarlcohen Documentary
The Other Woman,2014,1467,6,9.389354,"['Comedy', 'Romance']",infidel reveng unfaithfulboyfriend woman sittingonatoilet laxat unfaithfulhusband camerondiaz lesliemann kateupton nickcassavetes nickcassavetes nickcassavetes Comedy Romance
Mulan II,2004,450,6,7.424487,"['Animation', 'Comedy', 'Family', 'Action']",arrangedmarriag music escap ancientchina ming-nawen bdwong markmoseley darrellrooney darrellrooney darrellrooney Animation Comedy Family Action
Brick Mansions,2014,628,5,7.482959,"['Action', 'Crime', 'Drama']",martialart atomicbomb ghetto parkour cop remak undercovercop gangster paulwalker davidbelle rza camilledelamarre camilledelamarre camilledelamarre Action Crime Drama
Firstborn,1984,12,6,1.90619,['Drama'],tension teenag terigarr peterweller christophercollet michaelapted michaelapted michaelapted Drama
The Rocket,2013,31,6,1.665135,['Drama'],sitthiphondisamoe loungnamkaosainam thepphongam kimmordaunt kimmordaunt kimmordaunt Drama
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,351,6,5.434306,"['Adventure', 'Comedy', 'Drama']",robertgustafsson iwarwiklander davidwiberg felixherngren felixherngren felixherngren Adventure Comedy Drama
Locke,2014,780,6,12.792394,"['Drama', 'Thriller']",londonengland england cheatinghusband pregnanc constructionsit onenight roadmovi husbandwiferelationship tomhardy ruthwilson andrewscott stevenknight stevenknight stevenknight Drama Thriller
Neighbors,2014,2773,6,11.90575,['Comedy'],alcohol babi parti famili fratern fraternityhous neighborneighborrelationship bathroomhumor sethrogen zacefron rosebyrne nicholasstoller nicholasstoller nicholasstoller Comedy
"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",2014,0,0,0.046415,['Documentary'],womandirector samanthagrant samanthagrant samanthagrant Documentary
Jodorowsky's Dune,2013,172,8,6.18442,"['Documentary', 'Drama']",filmbusi filmmak drama dune documentari sciencefict director filmmak alejandrojodorowsky michelseydoux h.r.giger frankpavich frankpavich frankpavich Documentary Drama
Belle,2013,230,7,13.454169,['Drama'],victorianengland trial slave blackwoman highsocieti caribbean womandirector socialissu gugumbatha-raw tomwilkinson mirandarichardson ammaasante ammaasante ammaasante Drama
The Immigrant,2013,256,6,6.985915,"['Drama', 'Romance']",newyork corrupt sistersisterrelationship magic immigr nuditi nightmar ship quarantin love murder money escap doctor prostitut poland ill marioncotillard jeremyrenner joaquinphoenix jamesgray jamesgray jamesgray Drama Romance
Lucy,2014,6048,6,36.447603,"['Action', 'Science Fiction']",artificialintellig telepathi intellig drugmul telekinesi futurist drug superpow imax surgeri humanbrain scarlettjohansson morganfreeman choimin-sik lucbesson lucbesson lucbesson Action Science Fiction
X-Men: Days of Future Past,2014,6155,7,26.058586,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1970s mutant timetravel marvelcom basedoncom superhuman storm beast aftercreditssting changingthepastorfutur hughjackman jamesmcavoy michaelfassbender bryansinger bryansinger bryansinger Action Adventure Fantasy Science Fiction
Godzilla,2014,3232,6,14.019239,"['Action', 'Science Fiction', 'Thriller']",monster godzilla remak giantmonst gojira kaiju animalhorror aarontaylor-johnson kenwatanabe elizabetholsen garethedwards garethedwards garethedwards Action Science Fiction Thriller
Blue Ruin,2014,464,6,11.509412,"['Crime', 'Thriller']",reveng drifter virginia characterstudi neo-noir mumblegor maconblair devinratray amyhargreaves jeremysaulnier jeremysaulnier jeremysaulnier Crime Thriller
Chef,2014,1203,7,8.720309,['Comedy'],fathersonrelationship kitchen restaurantown roadtrip food chef ex-husbandex-wiferelationship twitter socialmedia duringcreditssting jonfavreau sofíavergara emjayanthony jonfavreau jonfavreau jonfavreau Comedy
Lesson of the Evil,2012,51,6,3.451787,"['Thriller', 'Horror']",highschool serialkil student hideakiito takayukiyamada takehirohira takashimiike takashimiike takashimiike Thriller Horror
The Love God?,1969,5,7,1.02843,['Comedy'],playboy birdwatch donknotts annefrancis edmondo'brien nathiken nathiken nathiken Comedy
The Normal Heart,2014,320,7,12.661286,['Drama'],gay aid homosexu epidem tvmovi markruffalo jimparsons mattbomer ryanmurphy ryanmurphy ryanmurphy Drama
Blended,2014,1028,6,10.395472,['Comedy'],africa blinddat relationship familyvac famili drewbarrymore adamsandler wendimclendon-covey frankcoraci frankcoraci frankcoraci Comedy
Begin Again,2013,1285,7,10.289628,"['Comedy', 'Music', 'Romance', 'Drama']",markruffalo keiraknightley adamlevine johncarney johncarney johncarney Comedy Music Romance Drama
Kelly & Cal,2014,21,5,2.401406,"['Drama', 'Comedy']",wheelchair friendship singlemoth womandirector juliettelewis cybillshepherd alysiareiner jenmcgowan jenmcgowan jenmcgowan Drama Comedy
Maleficent,2014,4607,7,19.467404,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",fairytal villain sleepingbeauti darkfantasi basedonfairytal adapt retel literaryadapt 3d angelinajolie ellefanning sharltocopley robertstromberg robertstromberg robertstromberg Fantasy Adventure Action Family Romance
Zombeavers,2014,213,4,5.599039,"['Horror', 'Action', 'Comedy']",beaver zombi animalattack rachelmelvin cortneypalm lexiatkins jordanrubin jordanrubin jordanrubin Horror Action Comedy
At Middleton,2013,53,5,6.195085,"['Romance', 'Comedy']",verafarmiga andygarcía taissafarmiga adamrogers adamrogers adamrogers Romance Comedy
A Million Ways to Die in the West,2014,1494,5,10.38391,"['Comedy', 'Western']",gunsling farmer wildwest laxat sethmacfarlane charlizetheron liamneeson sethmacfarlane sethmacfarlane sethmacfarlane Comedy Western
Edge of Tomorrow,2014,4979,7,31.982986,"['Action', 'Science Fiction']",dejavu timewarp restart dystopia war alien militaryoffic soldier alieninvas tomcruise emilyblunt brendangleeson dougliman dougliman dougliman Action Science Fiction
Mission: Impossible - Rogue Nation,2015,3274,7,17.836882,"['Action', 'Adventure', 'Thriller']",londonengland spi austria villain sequel mission conspiraci vienna tomcruise rebeccaferguson simonpegg christophermcquarrie christophermcquarrie christophermcquarrie Action Adventure Thriller
Million Dollar Arm,2014,264,6,9.453942,['Drama'],basebal sport duringcreditssting jonhamm billpaxton lakebell craiggillespie craiggillespie craiggillespie Drama
Lilting,2014,53,7,3.264401,['Drama'],homosexu gayrelationship lgbt lostlov benwhishaw chengpei-pei andrewleung hongkhaou hongkhaou hongkhaou Drama
The Fault in Our Stars,2014,3868,7,16.274653,"['Romance', 'Drama']",amsterdam basedonnovel supportgroup cancer teenag starcrossedlov basedonyoungadultnovel shailenewoodley anselelgort natwolff joshboone joshboone joshboone Romance Drama
Raze,2013,57,5,3.217885,"['Horror', 'Thriller']",extort eliminationderbi zoëbell rachelnichols traciethoms joshc.waller joshc.waller joshc.waller Horror Thriller
Tangled Ever After,2012,383,7,9.953967,"['Animation', 'Comedy', 'Action', 'Family']",princess weddingr wed mandymoore zacharylevi alandale byronhoward byronhoward byronhoward Animation Comedy Action Family
Camille Claudel 1915,2013,20,7,0.110065,['Drama'],franc nun biographi sculptur mentalasylum persecut basedontrueev separationfromfamili estrangedbroth religiousinstitut estrangedmoth juliettebinoche jean-lucvincent robertleroy brunodumont brunodumont brunodumont Drama
Maps to the Stars,2014,398,5,9.431879,['Drama'],malenud sex menageatroi weddingr blood hollywood ghost childmurd sittingonatoilet referencetogoogl aspiringactor juliannemoore miawasikowska johncusack davidcronenberg davidcronenberg davidcronenberg Drama
Back in the Day,2014,9,5,3.761562,['Comedy'],hometown highschoolreunion morenabaccarin michaelrosenbaum nickswardson michaelrosenbaum michaelrosenbaum michaelrosenbaum Comedy
22 Jump Street,2014,3375,7,10.901496,"['Crime', 'Comedy', 'Action']",highschool undercovercop buddycomedi aftercreditssting duringcreditssting jonahhill channingtatum davefranco phillord phillord phillord Crime Comedy Action
The Equalizer,2014,2997,7,17.618057,"['Thriller', 'Action', 'Crime']",corrupt assassin hostag fbi hitman russian securitycamera sadism vigilant sociopath reveng suspens organizedcrim gore gangster violenc teenageprostitut commando interrog surveil exsoldi loner callgirl blackop handtohandcombat mysteriouspast denzelwashington martoncsokas chloëgracemoretz antoinefuqua antoinefuqua antoinefuqua Thriller Action Crime
How to Train Your Dragon 2,2014,3163,7,12.256689,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",fathersonrelationship wifehusbandrelationship sacrific vike sequel rescu dragon mothersonrelationship deathofhusband warrior 3d jaybaruchel gerardbutler kristenwiig deandeblois deandeblois deandeblois Fantasy Action Adventure Animation Comedy Family
Birdman,2014,4657,7,18.193263,"['Drama', 'Comedy']",timessquar superhero longtak newyorkc play broadway actor michaelkeaton emmastone zachgalifianakis alejandrogonzáleziñárritu alejandrogonzáleziñárritu alejandrogonzáleziñárritu Drama Comedy
Haunt,2014,101,5,10.964552,['Horror'],jackiweaver lianaliberato danielleryanchuchran maccarter maccarter maccarter Horror
Boyhood,2014,2008,7,6.430591,['Drama'],dailylif family'sdailylif urbanlif growingup domesticabus comingofag parent divorc famili abusivehusband ellarcoltrane patriciaarquette ethanhawke richardlinklater richardlinklater richardlinklater Drama
Think Like a Man Too,2014,229,6,7.576924,"['Comedy', 'Romance']",adambrody michaelealy jerryferrara timstory timstory timstory Comedy Romance
